date,visitors,sales_amount,avg_spend,member_visitors,member_ratio,new_member_ratio,repeat_ratio,temp_max,temp_min,precipitation_mm,weather,foot_traffic,sns_mentions,sns_sentiment,point_multiplier,is_sale,coupon_sent,is_holiday,is_weekend,is_payday
2024-07-22,934,2398512,2568,577,0.618,0.033,0.967,33.0,24.5,0.0,cloudy,9398,372,0.667,1,0,1,0,0,0
2024-07-23,907,2238476,2468,645,0.711,0.047,0.953,28.9,22.4,0.0,cloudy,9741,387,0.4,1,0,0,0,0,0
2024-07-24,970,2526850,2605,610,0.629,0.045,0.955,31.9,22.8,0.0,cloudy,12833,304,0.594,1,0,0,0,0,1
2024-07-25,754,1955122,2593,486,0.644,0.037,0.963,30.7,20.2,16.5,rain,6875,240,0.39,5,0,0,0,0,1
2024-07-26,832,2020096,2428,526,0.632,0.058,0.942,30.1,21.8,27.2,rain,8587,501,0.317,1,0,0,0,0,1
2024-07-27,1467,3714444,2532,887,0.604,0.063,0.937,30.6,23.3,0.0,cloudy,16624,383,0.571,1,0,0,0,1,0
2024-07-28,1099,3280515,2985,650,0.591,0.08,0.92,31.4,23.2,15.6,rain,9745,339,0.292,1,1,0,0,1,0
2024-07-29,1042,2594580,2490,712,0.683,0.047,0.953,33.2,22.2,0.0,cloudy,11388,284,0.513,1,0,0,0,0,1
2024-07-30,703,1636584,2328,458,0.652,0.054,0.946,29.8,23.1,11.4,rain,7765,382,0.336,1,0,0,0,0,1
2024-07-31,844,2199464,2606,532,0.63,0.05,0.95,31.8,22.5,0.0,sunny,11875,338,0.51,1,0,0,0,0,1
2024-08-01,892,2176480,2440,543,0.608,0.039,0.961,31.0,23.5,0.0,cloudy,10492,377,0.544,1,0,0,0,0,0
2024-08-02,1089,2939211,2699,665,0.611,0.043,0.957,31.2,22.1,0.0,cloudy,13621,530,0.469,1,0,0,0,0,0
2024-08-03,1765,4800800,2720,1176,0.666,0.077,0.923,33.2,21.1,0.0,sunny,16616,637,0.676,1,1,0,0,1,0
2024-08-04,1589,4606511,2899,1000,0.629,0.082,0.918,32.4,22.1,0.0,sunny,15252,335,0.589,1,1,0,0,1,0
2024-08-05,966,2400510,2485,558,0.578,0.05,0.95,33.6,17.2,0.0,sunny,8574,247,0.694,5,0,0,0,0,0
2024-08-06,811,1928558,2378,562,0.693,0.052,0.948,31.3,22.1,0.0,cloudy,10190,295,0.537,1,0,0,0,0,0
2024-08-07,824,2009736,2439,515,0.625,0.035,0.965,30.4,16.0,0.0,sunny,9804,192,0.506,1,0,0,0,0,0
2024-08-08,626,1703346,2721,395,0.63,0.057,0.943,31.0,18.8,11.8,rain,7893,400,0.541,1,0,1,0,0,0
2024-08-09,1084,2729512,2518,707,0.653,0.05,0.95,31.7,22.0,0.0,sunny,13984,565,0.504,1,0,0,0,0,0
2024-08-10,1492,3868756,2593,1020,0.684,0.076,0.924,31.5,22.0,0.0,cloudy,15211,522,0.536,10,0,0,0,1,0
2024-08-11,1546,3687210,2385,993,0.642,0.046,0.954,29.5,19.4,0.0,cloudy,21613,472,0.608,1,0,0,1,1,0
2024-08-12,1020,2330700,2285,619,0.607,0.053,0.947,31.2,20.0,0.0,cloudy,14542,154,0.451,1,0,0,1,0,0
2024-08-13,513,1248129,2433,299,0.583,0.078,0.922,31.4,23.1,30.1,rain,6679,315,0.457,1,0,0,0,0,0
2024-08-14,754,1825434,2421,474,0.628,0.052,0.948,34.7,20.2,0.0,sunny,8560,455,0.597,1,0,0,0,0,0
2024-08-15,973,2477258,2546,694,0.713,0.049,0.951,33.7,24.2,0.0,cloudy,7826,351,0.652,5,0,1,0,0,0
2024-08-16,652,1444832,2216,392,0.601,0.04,0.96,29.5,20.8,12.4,rain,10646,500,0.471,1,0,0,0,0,0
2024-08-17,1358,3548454,2613,812,0.598,0.065,0.935,30.3,21.3,0.0,cloudy,16541,377,0.654,1,0,0,0,1,0
2024-08-18,1315,3629400,2760,863,0.657,0.038,0.962,28.4,23.0,0.0,cloudy,14027,201,0.541,1,0,0,0,1,0
2024-08-19,761,2056983,2703,461,0.606,0.054,0.946,29.6,20.7,8.7,rain,9398,348,0.481,1,0,0,0,0,0
2024-08-20,871,1971073,2263,529,0.608,0.045,0.955,30.9,18.9,0.0,cloudy,8970,259,0.91,1,0,0,0,0,0
2024-08-21,861,2066400,2400,524,0.609,0.048,0.952,32.1,20.1,0.0,cloudy,9217,278,0.428,1,0,0,0,0,0
2024-08-22,841,2012513,2393,520,0.618,0.036,0.964,29.1,20.2,0.0,sunny,10932,360,0.436,1,0,0,0,0,0
2024-08-23,1009,2540662,2518,578,0.573,0.063,0.937,29.1,18.1,0.0,cloudy,11208,565,0.595,1,0,0,0,0,0
2024-08-24,1586,3909490,2465,958,0.604,0.047,0.953,26.8,19.6,0.0,sunny,18907,577,0.68,1,0,0,0,1,1
2024-08-25,1434,4197318,2927,971,0.677,0.038,0.962,29.6,18.8,0.0,cloudy,18758,285,0.565,5,0,0,0,1,1
2024-08-26,882,2209410,2505,553,0.627,0.063,0.937,28.2,21.2,0.0,cloudy,11913,256,0.63,1,0,0,0,0,1
2024-08-27,732,1819020,2485,479,0.655,0.045,0.955,28.9,19.7,0.0,cloudy,10675,289,0.39,1,0,0,0,0,0
2024-08-28,728,1964872,2699,492,0.675,0.053,0.947,28.2,19.1,0.0,cloudy,10985,341,0.51,1,0,0,0,0,0
2024-08-29,971,2425558,2498,646,0.665,0.058,0.942,29.3,19.3,0.0,cloudy,11710,472,0.4,1,0,0,0,0,1
2024-08-30,987,2516850,2550,639,0.647,0.055,0.945,26.7,19.6,7.6,rain,9449,582,0.612,1,0,0,0,0,1
2024-08-31,1461,3690486,2526,899,0.616,0.028,0.972,27.0,20.1,0.0,sunny,16660,388,0.426,1,0,0,0,1,1
2024-09-01,1313,3577925,2725,790,0.601,0.087,0.913,32.2,17.5,0.0,cloudy,15072,321,0.448,1,1,0,0,1,0
2024-09-02,833,2019192,2424,517,0.621,0.049,0.951,27.0,17.3,0.0,cloudy,8495,307,0.591,1,0,0,0,0,0
2024-09-03,798,2212854,2773,509,0.638,0.047,0.953,27.1,20.4,0.0,sunny,9152,275,0.635,1,0,0,0,0,0
2024-09-04,688,1774352,2579,444,0.645,0.049,0.951,31.4,18.0,0.0,cloudy,9662,249,0.537,1,0,0,0,0,0
2024-09-05,738,1926180,2610,508,0.689,0.034,0.966,32.9,16.4,0.0,cloudy,10974,401,0.596,5,0,0,0,0,0
2024-09-06,902,2144956,2378,556,0.616,0.052,0.948,26.6,19.0,7.4,rain,9961,488,0.593,1,0,0,0,0,0
2024-09-07,1400,4281200,3058,901,0.644,0.066,0.934,27.7,18.9,0.0,cloudy,14854,368,0.533,1,1,0,0,1,0
2024-09-08,926,2265922,2447,609,0.658,0.047,0.953,28.6,15.8,11.0,rain,11088,294,0.312,1,0,0,0,1,0
2024-09-09,848,1953792,2304,548,0.646,0.052,0.948,30.5,18.3,0.0,sunny,9853,354,0.595,1,0,0,0,0,0
2024-09-10,963,2410389,2503,644,0.669,0.061,0.939,26.3,18.9,0.0,sunny,9178,418,0.599,10,0,0,0,0,0
2024-09-11,770,2112880,2744,458,0.595,0.042,0.958,27.3,18.2,9.9,rain,8824,335,0.834,1,0,1,0,0,0
2024-09-12,866,2370242,2737,515,0.594,0.065,0.935,28.6,18.4,0.0,cloudy,9055,237,0.575,1,0,0,0,0,0
2024-09-13,800,1955200,2444,480,0.6,0.059,0.941,28.0,15.2,14.9,rain,8534,548,0.307,1,0,0,0,0,0
2024-09-14,1049,2661313,2537,658,0.628,0.046,0.954,26.6,17.7,0.0,cloudy,16379,494,0.605,1,0,0,0,1,0
2024-09-15,1408,3877632,2754,965,0.686,0.069,0.931,26.8,16.6,0.0,cloudy,13642,375,0.55,5,1,0,0,1,0
2024-09-16,1035,2597850,2510,598,0.578,0.036,0.964,24.8,16.1,0.0,cloudy,13233,169,0.511,1,0,0,1,0,0
2024-09-17,547,1378440,2520,331,0.605,0.053,0.947,26.3,18.0,11.6,rain,7113,238,0.376,1,0,0,0,0,0
2024-09-18,817,2123383,2599,513,0.627,0.043,0.957,26.1,18.7,0.2,cloudy,10134,224,0.495,1,0,0,0,0,0
2024-09-19,590,1542260,2614,350,0.593,0.062,0.938,26.7,19.1,12.2,rain,7545,266,0.471,1,0,0,0,0,0
2024-09-20,679,1680525,2475,430,0.633,0.043,0.957,25.4,18.2,22.0,rain,8076,325,0.287,1,0,1,0,0,0
2024-09-21,1142,3081116,2698,698,0.611,0.041,0.959,26.7,15.9,4.7,rain,13015,411,0.471,1,0,0,0,1,0
2024-09-22,983,2489939,2533,588,0.598,0.052,0.948,27.4,16.4,14.0,rain,11672,313,0.374,1,0,0,1,1,0
2024-09-23,914,2346238,2567,568,0.622,0.043,0.957,25.9,16.8,0.0,sunny,13340,331,0.679,1,0,0,1,0,0
2024-09-24,755,1839935,2437,477,0.632,0.05,0.95,26.0,15.7,5.0,rain,9848,224,0.634,1,0,0,0,0,1
2024-09-25,597,1572498,2634,385,0.645,0.06,0.94,25.4,15.5,31.6,rain,6216,290,0.269,5,0,1,0,0,1
2024-09-26,994,2531718,2547,609,0.613,0.051,0.949,25.2,16.4,0.0,cloudy,11313,366,0.658,1,0,0,0,0,1
2024-09-27,1009,2531581,2509,640,0.634,0.051,0.949,23.9,14.9,0.0,cloudy,8979,478,0.658,1,0,0,0,0,0
2024-09-28,1590,4835190,3041,949,0.597,0.082,0.918,25.3,13.7,0.0,cloudy,14258,690,0.456,1,1,0,0,1,0
2024-09-29,1423,3834985,2695,811,0.57,0.063,0.937,24.5,14.0,0.0,cloudy,17356,317,0.348,1,1,0,0,1,1
2024-09-30,745,1763415,2367,428,0.574,0.054,0.946,27.6,15.4,0.0,sunny,10435,256,0.544,1,0,0,0,0,1
2024-10-01,697,1718802,2466,423,0.607,0.052,0.948,26.6,14.3,0.0,cloudy,8821,321,0.64,1,0,0,0,0,0
2024-10-02,944,2190080,2320,548,0.58,0.059,0.941,24.7,14.6,0.0,cloudy,6346,254,0.677,1,0,1,0,0,0
2024-10-03,867,2123283,2449,528,0.61,0.056,0.944,22.8,14.9,0.0,sunny,9126,186,0.48,1,0,0,0,0,0
2024-10-04,590,1447270,2453,395,0.67,0.048,0.952,22.1,13.2,33.5,rain,7740,392,0.54,1,0,0,0,0,0
2024-10-05,1014,3240744,3196,637,0.629,0.09,0.91,25.3,14.7,21.2,rain,10067,412,0.222,5,1,0,0,1,0
2024-10-06,1384,4077264,2946,846,0.612,0.077,0.923,23.8,13.9,0.0,sunny,14792,149,0.521,1,1,0,0,1,0
2024-10-07,431,1133099,2629,295,0.684,0.052,0.948,23.9,11.3,29.3,rain,5835,290,0.367,1,0,0,0,0,0
2024-10-08,752,1908576,2538,475,0.632,0.047,0.953,20.4,15.2,0.0,cloudy,8441,220,0.642,1,0,0,0,0,0
2024-10-09,483,1175139,2433,294,0.609,0.055,0.945,24.2,12.1,22.7,rain,5128,212,0.614,1,0,0,0,0,0
2024-10-10,691,1791072,2592,460,0.665,0.046,0.954,23.3,10.1,9.7,rain,7339,312,0.626,10,0,0,0,0,0
2024-10-11,761,1971751,2591,482,0.633,0.066,0.934,20.8,10.9,14.5,rain,7254,425,0.498,1,0,1,0,0,0
2024-10-12,1416,3939312,2782,950,0.671,0.07,0.93,21.5,10.7,0.0,cloudy,11847,354,0.619,1,0,1,0,1,0
2024-10-13,706,1841248,2608,426,0.604,0.059,0.941,22.5,12.1,17.1,rain,7753,392,0.441,1,0,0,0,1,0
2024-10-14,810,1858140,2294,484,0.597,0.065,0.935,22.0,11.5,0.0,sunny,12917,251,0.416,1,0,0,1,0,0
2024-10-15,732,1723128,2354,460,0.629,0.035,0.965,21.2,11.2,0.0,sunny,8208,185,0.385,5,0,0,0,0,0
2024-10-16,388,954092,2459,242,0.623,0.036,0.964,21.3,12.4,24.8,rain,5788,217,0.483,1,0,0,0,0,0
2024-10-17,710,1567680,2208,410,0.578,0.047,0.953,20.9,11.8,0.0,sunny,8605,193,0.536,1,0,0,0,0,0
2024-10-18,621,1691604,2724,376,0.606,0.05,0.95,21.3,11.6,40.9,rain,5886,345,0.297,1,0,0,0,0,0
2024-10-19,943,2840316,3012,559,0.593,0.078,0.922,23.1,11.5,23.0,rain,10154,401,0.383,1,1,0,0,1,0
2024-10-20,1075,2732650,2542,701,0.652,0.034,0.966,16.9,11.7,0.0,sunny,9806,259,0.579,1,0,0,0,1,0
2024-10-21,731,1725891,2361,442,0.605,0.062,0.938,20.2,7.4,0.0,sunny,8267,167,0.543,1,0,0,0,0,0
2024-10-22,502,1319758,2629,317,0.632,0.072,0.928,20.6,9.8,63.3,rain,5343,259,0.276,1,0,0,0,0,0
2024-10-23,655,1546455,2361,375,0.572,0.063,0.937,20.6,6.9,0.0,sunny,8734,266,0.701,1,0,0,0,0,0
2024-10-24,746,1770258,2373,465,0.624,0.061,0.939,19.4,10.0,5.4,rain,8414,369,0.63,1,0,0,0,0,1
2024-10-25,997,2468572,2476,632,0.634,0.052,0.948,17.2,9.8,0.0,cloudy,9899,451,0.523,5,0,0,0,0,1
2024-10-26,1369,3614160,2640,831,0.607,0.042,0.958,20.1,11.2,0.0,cloudy,14758,397,0.526,1,0,0,0,1,1
2024-10-27,1018,2754708,2706,699,0.686,0.051,0.949,22.0,11.2,0.0,cloudy,11818,268,0.579,1,0,0,0,1,0
2024-10-28,754,1997346,2649,489,0.648,0.071,0.929,16.9,9.5,0.0,sunny,7759,255,0.46,1,0,0,0,0,0
2024-10-29,636,1673316,2631,392,0.616,0.046,0.954,20.3,8.3,9.2,rain,8393,248,0.576,1,0,1,0,0,1
2024-10-30,881,2202500,2500,631,0.716,0.045,0.955,18.4,9.6,0.0,sunny,8409,262,0.444,1,0,0,0,0,1
2024-10-31,855,2246940,2628,507,0.593,0.061,0.939,18.6,7.9,0.0,cloudy,10317,332,0.544,1,0,0,0,0,1
2024-11-01,833,2012528,2416,546,0.655,0.062,0.938,16.9,8.5,0.0,sunny,10597,477,0.457,1,0,0,0,0,0
2024-11-02,1082,2877038,2659,621,0.574,0.072,0.928,17.8,9.8,10.8,rain,11707,591,0.311,1,1,0,0,1,0
2024-11-03,1568,4432736,2827,961,0.613,0.077,0.923,20.1,7.3,0.0,sunny,15570,300,0.682,1,1,0,1,1,0
2024-11-04,875,2099125,2399,507,0.58,0.045,0.955,18.8,9.2,0.0,cloudy,11514,239,0.555,1,0,0,1,0,0
2024-11-05,607,1513858,2494,411,0.678,0.051,0.949,20.4,8.8,5.5,rain,7133,209,0.567,5,0,0,0,0,0
2024-11-06,639,1520820,2380,397,0.622,0.061,0.939,19.3,6.1,0.0,cloudy,8762,313,0.389,1,0,0,0,0,0
2024-11-07,680,1660560,2442,415,0.611,0.042,0.958,18.1,8.9,0.0,cloudy,7400,332,0.502,1,0,0,0,0,0
2024-11-08,760,1959280,2578,496,0.653,0.061,0.939,19.8,8.3,0.0,cloudy,7924,371,0.587,1,0,0,0,0,0
2024-11-09,1164,3317400,2850,702,0.603,0.051,0.949,17.7,7.2,0.0,sunny,14261,427,0.566,1,0,0,0,1,0
2024-11-10,1068,2634756,2467,726,0.68,0.073,0.927,18.1,5.7,0.0,sunny,13137,234,0.378,10,0,0,0,1,0
2024-11-11,667,1560113,2339,430,0.645,0.053,0.947,16.3,5.4,0.0,sunny,8866,353,0.567,1,0,0,0,0,0
2024-11-12,720,1728720,2401,414,0.576,0.049,0.951,16.6,5.7,0.0,sunny,7839,240,0.717,1,0,0,0,0,0
2024-11-13,699,1814604,2596,418,0.598,0.056,0.944,15.3,7.2,0.0,cloudy,9482,273,0.653,1,0,0,0,0,0
2024-11-14,623,1541302,2474,387,0.622,0.047,0.953,17.7,4.7,0.0,sunny,8486,362,0.498,1,0,0,0,0,0
2024-11-15,883,2191606,2482,608,0.689,0.032,0.968,14.2,6.7,0.0,sunny,10917,375,0.371,5,0,0,0,0,0
2024-11-16,1163,3162197,2719,771,0.663,0.048,0.952,17.0,4.0,0.0,cloudy,14918,391,0.47,1,0,0,0,1,0
2024-11-17,1018,2800518,2751,625,0.614,0.047,0.953,15.4,5.4,0.0,sunny,14855,277,0.462,1,0,0,0,1,0
2024-11-18,777,1940946,2498,474,0.611,0.034,0.966,17.3,5.7,0.0,cloudy,8600,193,0.609,1,0,0,0,0,0
2024-11-19,632,1515536,2398,375,0.594,0.049,0.951,16.5,9.0,0.0,sunny,7832,276,0.333,1,0,0,0,0,0
2024-11-20,607,1538138,2534,382,0.63,0.029,0.971,17.9,3.1,0.0,sunny,7535,206,0.514,1,0,0,0,0,0
2024-11-21,584,1443064,2471,357,0.611,0.047,0.953,16.1,7.2,12.3,rain,7987,330,0.514,1,0,0,0,0,0
2024-11-22,830,2050100,2470,508,0.612,0.052,0.948,12.5,5.1,0.0,cloudy,11240,544,0.551,1,0,0,0,0,0
2024-11-23,1266,3238428,2558,781,0.617,0.051,0.949,14.6,5.3,0.0,sunny,18868,465,0.622,1,0,0,1,1,0
2024-11-24,1180,3240280,2746,751,0.637,0.046,0.954,12.8,4.7,0.0,cloudy,19572,396,0.419,1,0,0,0,1,1
2024-11-25,954,2487078,2607,623,0.653,0.049,0.951,13.6,5.1,0.0,sunny,10699,252,0.422,5,0,0,0,0,1
2024-11-26,745,1958605,2629,445,0.597,0.042,0.958,16.5,4.0,0.0,cloudy,8881,260,0.665,1,0,0,0,0,1
2024-11-27,850,2266950,2667,538,0.633,0.05,0.95,15.1,6.3,0.0,sunny,8950,309,0.558,1,0,0,0,0,0
2024-11-28,706,1805242,2557,374,0.529,0.051,0.949,12.9,3.3,0.0,sunny,8464,275,0.558,1,0,0,0,0,0
2024-11-29,688,1676656,2437,414,0.602,0.041,0.959,12.3,5.5,34.2,rain,8209,560,0.311,1,0,0,0,0,1
2024-11-30,1278,3529836,2762,748,0.585,0.053,0.947,13.7,2.7,0.0,cloudy,16760,458,0.558,1,0,0,0,1,1
2024-12-01,866,2591938,2993,568,0.656,0.083,0.917,11.7,3.4,37.1,rain,8328,218,0.308,1,1,0,0,1,0
2024-12-02,528,1491600,2825,320,0.607,0.048,0.952,12.4,1.8,14.7,rain,5732,320,0.495,1,0,0,0,0,0
2024-12-03,653,1657967,2539,394,0.603,0.074,0.926,13.7,3.9,0.0,cloudy,10571,276,0.768,1,0,0,0,0,0
2024-12-04,925,2392975,2587,572,0.619,0.049,0.951,14.9,5.3,0.0,cloudy,9936,272,0.589,1,0,0,0,0,0
2024-12-05,822,2147064,2612,536,0.652,0.047,0.953,13.9,2.9,0.0,cloudy,9810,307,0.499,5,0,0,0,0,0
2024-12-06,828,2060064,2488,503,0.608,0.046,0.954,9.4,2.6,4.1,rain,11535,643,0.347,1,0,0,0,0,0
2024-12-07,1655,4777985,2887,1031,0.623,0.07,0.93,13.2,1.1,0.0,sunny,16626,409,0.415,1,1,0,0,1,0
2024-12-08,944,2514816,2664,573,0.607,0.057,0.943,12.7,2.3,20.2,rain,10090,457,0.754,1,0,0,0,1,0
2024-12-09,1024,2626560,2565,622,0.607,0.043,0.957,13.1,0.1,0.0,cloudy,11071,325,0.679,1,0,1,0,0,0
2024-12-10,821,2236404,2724,525,0.64,0.044,0.956,14.8,1.0,1.8,rain,9397,272,0.52,10,0,0,0,0,0
2024-12-11,779,1977881,2539,456,0.585,0.045,0.955,9.2,2.6,0.0,cloudy,9999,293,0.602,1,0,0,0,0,0
2024-12-12,698,1704516,2442,434,0.622,0.04,0.96,11.3,4.1,0.0,sunny,10801,534,0.669,1,0,0,0,0,0
2024-12-13,1157,2845063,2459,728,0.629,0.032,0.968,12.9,6.2,0.0,cloudy,13140,723,0.713,1,0,0,0,0,0
2024-12-14,1233,3022083,2451,712,0.577,0.045,0.955,9.6,1.0,0.0,sunny,15952,487,0.751,1,0,0,0,1,0
2024-12-15,1442,4685058,3249,999,0.693,0.089,0.911,14.0,4.0,0.0,sunny,17209,333,0.556,5,1,0,0,1,0
2024-12-16,797,1938304,2432,512,0.643,0.052,0.948,12.3,2.1,0.0,sunny,9489,256,0.5,1,0,0,0,0,0
2024-12-17,781,2047001,2621,507,0.649,0.066,0.934,12.9,1.4,0.0,sunny,9837,306,0.504,1,0,0,0,0,0
2024-12-18,749,1898715,2535,471,0.629,0.058,0.942,10.7,2.2,0.0,cloudy,9927,296,0.583,1,0,0,0,0,0
2024-12-19,899,2281662,2538,575,0.639,0.055,0.945,12.6,1.5,0.0,cloudy,9539,458,0.565,1,0,0,0,0,0
2024-12-20,1039,2581915,2485,712,0.686,0.069,0.931,12.9,1.5,0.0,cloudy,11367,477,0.721,1,0,0,0,0,0
2024-12-21,1417,3573674,2522,866,0.611,0.049,0.951,11.6,0.6,0.0,sunny,15142,458,0.585,1,0,1,0,1,0
2024-12-22,1088,2717824,2498,640,0.589,0.051,0.949,11.5,-0.9,0.0,sunny,13504,323,0.642,1,0,0,0,1,0
2024-12-23,883,2398228,2716,507,0.574,0.05,0.95,11.5,-1.2,0.0,cloudy,8225,266,0.464,1,0,0,0,0,0
2024-12-24,769,1933266,2514,517,0.673,0.065,0.935,9.7,2.0,0.0,cloudy,9526,333,0.592,1,0,0,0,0,1
2024-12-25,1007,2739040,2720,728,0.723,0.05,0.95,10.7,0.5,0.0,cloudy,10873,316,0.492,5,0,0,0,0,1
2024-12-26,1003,2681019,2673,594,0.592,0.044,0.956,10.6,-0.0,0.0,sunny,12370,322,0.582,1,0,0,0,0,1
2024-12-27,963,2358387,2449,576,0.598,0.056,0.944,11.3,0.8,0.0,sunny,12269,423,0.605,1,0,0,0,0,0
2024-12-28,1294,3469214,2681,790,0.61,0.042,0.958,12.2,1.9,0.0,sunny,11163,530,0.554,1,0,0,0,1,0
2024-12-29,949,2496819,2631,623,0.657,0.055,0.945,9.1,0.9,0.0,sunny,16105,283,0.743,1,0,0,0,1,1
2024-12-30,818,1926390,2355,476,0.581,0.054,0.946,10.4,-0.4,0.0,cloudy,9789,324,0.664,1,0,0,0,0,1
2024-12-31,859,2127743,2477,482,0.561,0.048,0.952,12.7,2.4,0.0,sunny,10415,273,0.644,1,0,0,0,0,1
2025-01-01,739,1901447,2573,506,0.685,0.056,0.944,9.4,2.9,0.0,sunny,8666,172,0.611,1,0,0,1,0,0
2025-01-02,530,1292140,2438,334,0.629,0.035,0.965,9.2,1.2,0.0,cloudy,7110,290,0.691,1,0,0,0,0,0
2025-01-03,703,1728677,2459,445,0.634,0.052,0.948,10.7,1.9,0.0,sunny,8883,339,0.435,1,0,0,0,0,0
2025-01-04,943,2734700,2900,579,0.614,0.075,0.925,11.6,2.2,0.0,cloudy,11722,443,0.66,1,1,0,0,1,0
2025-01-05,1112,3688504,3317,761,0.684,0.109,0.891,10.3,2.0,0.0,sunny,11970,204,0.471,5,1,0,0,1,0
2025-01-06,512,1162752,2271,294,0.575,0.052,0.948,12.3,1.2,0.0,sunny,7353,207,0.505,1,0,0,0,0,0
2025-01-07,596,1527548,2563,354,0.595,0.044,0.956,11.5,1.1,0.0,sunny,7650,173,0.595,1,0,0,0,0,0
2025-01-08,619,1527692,2468,386,0.623,0.036,0.964,11.4,1.0,0.0,sunny,7817,227,0.649,1,0,0,0,0,0
2025-01-09,576,1393920,2420,318,0.552,0.063,0.937,11.0,-1.5,0.0,cloudy,7942,397,0.458,1,0,0,0,0,0
2025-01-10,962,2442518,2539,636,0.661,0.046,0.954,13.6,1.2,0.0,sunny,7686,321,0.509,10,0,1,0,0,0
2025-01-11,959,2601767,2713,584,0.609,0.042,0.958,9.8,-1.9,0.0,sunny,12910,288,0.558,1,0,0,0,1,0
2025-01-12,860,2339200,2720,525,0.611,0.053,0.947,7.1,-1.1,0.0,sunny,9855,299,0.535,1,0,0,0,1,0
2025-01-13,685,1728255,2523,413,0.603,0.056,0.944,12.5,2.0,0.0,sunny,9983,219,0.618,1,0,0,1,0,0
2025-01-14,568,1497816,2637,335,0.59,0.056,0.944,9.3,1.3,0.0,cloudy,6142,144,0.825,1,0,0,0,0,0
2025-01-15,534,1462092,2738,329,0.615,0.05,0.95,10.2,2.3,0.0,sunny,6277,297,0.584,5,0,0,0,0,0
2025-01-16,531,1381662,2602,332,0.624,0.052,0.948,12.0,-0.4,0.0,sunny,9114,287,0.491,1,0,0,0,0,0
2025-01-17,703,1709696,2432,430,0.611,0.052,0.948,7.6,-1.7,0.0,cloudy,8020,383,0.446,1,0,0,0,0,0
2025-01-18,910,2447900,2690,527,0.579,0.053,0.947,8.1,-0.4,0.0,cloudy,12876,308,0.524,1,0,0,0,1,0
2025-01-19,855,2300805,2691,532,0.622,0.054,0.946,7.6,0.2,0.0,sunny,10614,157,0.475,1,0,0,0,1,0
2025-01-20,553,1326094,2398,338,0.611,0.061,0.939,8.8,0.1,0.0,sunny,6939,160,0.587,1,0,0,0,0,0
2025-01-21,439,1011456,2304,266,0.606,0.051,0.949,10.7,1.7,15.3,rain,4829,183,0.436,1,0,0,0,0,0
2025-01-22,539,1211133,2247,299,0.555,0.042,0.958,10.8,-0.5,4.1,rain,5796,246,0.513,1,0,0,0,0,0
2025-01-23,616,1545544,2509,395,0.64,0.049,0.951,10.4,0.6,0.0,sunny,7560,301,0.709,1,0,0,0,0,0
2025-01-24,840,2131080,2537,490,0.583,0.058,0.942,7.9,-1.4,0.0,cloudy,9240,438,0.491,1,0,0,0,0,1
2025-01-25,1207,3065780,2540,811,0.672,0.032,0.968,6.6,0.7,0.0,sunny,12777,333,0.54,5,0,0,0,1,1
2025-01-26,1044,2883528,2762,622,0.596,0.032,0.968,10.2,0.1,0.0,cloudy,13703,250,0.601,1,0,0,0,1,1
2025-01-27,610,1536590,2519,371,0.608,0.059,0.941,9.4,-1.0,0.0,sunny,7579,130,0.621,1,0,0,0,0,0
2025-01-28,442,1179698,2669,289,0.655,0.065,0.935,10.8,-0.2,13.0,rain,4476,341,0.502,1,0,0,0,0,0
2025-01-29,594,1512324,2546,378,0.636,0.037,0.963,11.2,-0.1,0.0,sunny,9236,306,0.584,1,0,0,0,0,1
2025-01-30,535,1266345,2367,350,0.654,0.051,0.949,10.4,-0.2,6.8,rain,7632,407,0.634,1,0,0,0,0,1
2025-01-31,868,2219476,2557,547,0.63,0.046,0.954,11.4,2.9,0.0,cloudy,10317,567,0.497,1,0,0,0,0,1
2025-02-01,1251,3781773,3023,790,0.632,0.077,0.923,10.6,0.1,0.0,sunny,13111,325,0.623,1,1,1,0,1,0
2025-02-02,912,2594640,2845,517,0.567,0.083,0.917,11.1,-0.0,11.4,rain,8499,250,0.472,1,1,0,0,1,0
2025-02-03,569,1320080,2320,347,0.61,0.037,0.963,9.3,-2.8,3.8,rain,6127,212,0.671,1,0,0,0,0,0
2025-02-04,597,1500261,2513,366,0.613,0.039,0.961,10.2,-0.9,0.0,sunny,8499,119,0.417,1,0,0,0,0,0
2025-02-05,377,922142,2446,266,0.707,0.047,0.953,10.8,0.1,37.3,rain,4863,292,0.327,5,0,0,0,0,0
2025-02-06,635,1676400,2640,384,0.605,0.049,0.951,11.8,-0.5,0.0,sunny,7882,217,0.616,1,0,0,0,0,0
2025-02-07,448,1097152,2449,281,0.628,0.039,0.961,10.0,2.7,38.2,rain,5929,374,0.188,1,0,0,0,0,0
2025-02-08,1030,2936530,2851,646,0.627,0.058,0.942,11.4,0.4,0.0,cloudy,14011,299,0.589,1,0,0,0,1,0
2025-02-09,848,1989408,2346,555,0.655,0.046,0.954,10.3,2.7,0.0,sunny,10706,256,0.635,1,0,1,0,1,0
2025-02-10,767,1988064,2592,511,0.666,0.046,0.954,10.6,0.9,0.0,cloudy,6553,166,0.504,10,0,0,0,0,0
2025-02-11,546,1462734,2679,352,0.645,0.053,0.947,12.1,0.9,10.2,rain,6925,254,0.366,1,0,0,1,0,0
